"","date","Alabama","Alaska","Arizona","Arkansas","California","Connecticut","Delaware","Florida","Georgia","Hawaii","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Michigan","Minnesota","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New York","North Carolina","Ohio","Oklahoma","Oregon","Pennsylvania","South Carolina","South Dakota","Texas","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
"1",2024-01-22,0,NA,0.00563628141773655,0.00127567738376263,0.00239087455528411,0.0065934060046843,0.0103668105357491,0.00185426873812844,0,0.00428855644384388,0.000781807900081574,0.000999737990835279,0,0.000510522185614933,NA,NA,0.00856784491421092,0.00893832800150182,0.00422088593495371,0.0153291077926612,0.00134711074002461,0.0066377957734935,0.00379723852000766,0.00258255747024305,0.00605405114026258,0.00291269849688575,0.00436586811255067,0.00110458660005865,0.00286766731542281,0.00223882858481331,0.00247939603242994,0,0.0020371334903612,NA,NA,NA,0,0.00346313110658057,NA,0.00790188389127276,0.00236598215019389
"2",2024-01-29,0,NA,0.00944095371073587,0.000386461818306212,0.00134142035751553,0,0.00177374263744789,0.000382867570776609,5.97485859685776e-05,0.000214199748205204,0,0.000568573602107198,0.00160008226714117,0.00202861899915341,NA,NA,0.000972471715068306,0.00797623559993579,0,0,0.000338869611318293,0.00288858714680232,0.00546465171414679,0.00625350355150863,0.00227987179935193,0.00277469854264319,0.00484753038405879,0.00175129744979224,0.00371558420466369,0.00238996227685224,0.00175819947498296,0.00432461274406733,9.73266489504021e-05,NA,0.00198081297705157,NA,0.00359382076588623,0.00507547843121904,NA,0.00786429433591222,0.00218935769116928
"3",2024-02-05,0.0042253527727862,3.77346638936044e-05,0.00387145035633688,0,0.00154168651673765,0.00691747053303347,0.00255229415469582,0.00154857925674734,0.00523989676461146,0,3.03798769870009e-05,0.000225510681516385,0.00157382441759866,0.00125090642309681,NA,NA,0.00642784421969916,0,0.00518815074286418,0.00326416878198784,0.00243191619167803,0.00269375331829638,0,0.00158430667853002,0.010787005186806,0.00170579132572569,0.0047759158970415,3.96325048723084e-05,0,0.00287630324464433,0.00335338336621445,0.000249780976936197,0.00166186034982285,NA,0.0026992763973279,NA,0.00102673678226403,0.0033841432788154,NA,0.000973566930613984,0.000489294276188726
"4",2024-02-12,0.00147364303715918,0.00430480750034558,0.00419814622394483,0,0.000595643504614593,0.00213233346262719,0.00771246858848883,0.00155132032516472,0.00510388092137259,0,0.00109757314731719,0.000752224829446892,0,0.00312774811518078,NA,NA,0,0.000729577244981378,0.00173979599598113,0.012958471599424,0.00382193947789189,0.00498251265405066,0.00283027476609748,0.002543890645348,0.00299363659173503,0.00204465758591139,0.00412532555107427,0.000653212027706782,0.00212675119247653,0.00323783472002856,0.00231487455115252,0.00187601418116237,0.000784366553886542,NA,0,NA,0.000192784730672579,0.00424364535457923,NA,0.00192902751874926,0.00765140376327533
"5",2024-02-19,0.00680426006682347,0.00138485114545284,0.00328765959045168,0.00556714045305476,0.000348488938935382,0,0.0036989496925466,0.000887611424435993,0.00162038846989802,0.000402165221901864,0.00460598964566804,0.00116207903840567,0.00252591081923601,0.00090947253804678,NA,NA,0.00186931365802269,0,0.0115299247599844,0.000758897762249487,0.00288508684581665,0.00962784097704755,0,0.00241798398361685,0.00109478393384671,0.00140012275495727,0.00127696977708846,0.000205693665613529,0.00224783458649551,0.00172247663729851,0.00577473558186585,0.000871870975703119,0.00107862455800711,NA,0.0049258843249162,NA,0.00142931681758247,0.001213853645659,NA,0.00158180145531128,0.00285560015392084
"6",2024-02-26,2.58459577267903e-05,1.73472347597681e-18,0.00145810496098381,0.00528249528312217,0.00299940692530968,0.000286039686292296,0.00226968406508541,0.00125838497157505,0.002815790943691,9.75929550233318e-05,0.000557577964344788,0.00100990408199146,0.0029178276571077,0.000692013829525601,NA,NA,0.00054633997095626,0.0110473111692248,0.0135945860028458,0.0118680598093306,0.000629379146216108,0.00374237692787292,0.00567987679288408,0.00160078604574758,0,0.000175366880438364,0.000290767007862725,0.00495705945120262,0.00271315216821672,0.00377378635832926,0.00648951378297464,0.00293506434884216,0.000909259780198811,0.0025480004335748,0,NA,0.00262287018124919,0.00273764678730611,NA,0.00804417110550985,0
"7",2024-03-04,0.00333716208105105,0.00951847110367609,0.00136044103224063,0.000950892732521143,0,0.000413969263136402,0.00493633656409374,0.00166777171134679,0.00275818518124216,0.000226986972281223,0.00156742667493522,0.00244792450002234,0.00171428208164026,0.000508805570960703,NA,0.00235796074672366,0.00193925805270173,0,0.00748270067429732,0.0045338186919952,0.00122974456497246,0.00845453907524185,0.0108201922047193,0.000662173629815127,0.00273413408736134,0.000595298716328171,0.0019798030328153,0.010408546557554,0.00294314891604077,0.00424837294382047,0.00127197783479857,0.00113619564741255,0.00567704164397973,0.00305839925867279,0.000173546888277767,NA,0.000596620606752838,0.00425199502770002,NA,3.94733863787883e-06,0.00143205616207786
"8",2024-03-11,0,0.000254120725130795,0.00225818772497064,0.000872237394422416,0.00186805475045472,0.00300756989929789,0.00943549817738534,0.00154043751596046,0.00306516134540428,0.000376497769077073,0.000439653995302918,0.00245658085557478,0,0.00217769637503781,NA,0.00111861308194391,0,0.00990132928390158,0.00155967032195406,0.0040516451553429,0.00801058703961045,0.00964149128632122,0.000682760675527562,0.00131638311351139,0.00189189978918111,0.00427870461571875,0.000985205668603533,0.0113743267760831,0.000181312963521803,0.000451343823370622,0.0037335945794239,0.00216151136432961,0.000719965060020859,0.00767570357225014,0.00340068091558812,NA,0.00400303181249961,0.00148852413159156,NA,0.00153390741534129,0.000752381701874262
"9",2024-03-18,0.00612196015085017,2.41731421217351e-05,0.00332373104068274,0,0.000254045245733008,0.0028914873768721,0.00112810080581048,0.00210028526482655,0.00405596358935605,0.0035676215129466,0.00250561220387778,0.000814447899275899,0.00236648968503625,0.00149480731150352,NA,0.00545629823376458,0.00549756625302815,0,0.00116506614935919,0.00404133959914765,0.00258821163070142,0.00584659149831447,0.00486697925310333,0.00465233355425644,0.00255751706290027,1.73472347597681e-18,0.00039724096338125,0.00275927528431602,0.000747454115565902,0.00543965869697941,0.000785773715206765,0.000621075062529536,0.000725190924627996,0,0.00105086304918674,NA,0.00129335898357923,1.73472347597681e-18,NA,0.000435187623985808,0.00758198395761809
"10",2024-03-25,0,4.33680868994202e-19,0.000760396793445955,0,0.000141204157118466,0.00205890428818272,0,0.00095365506889318,0.0062897673097162,0.00023004771700273,0.00192101519089828,0.000934221496976801,0,0.00229773217876833,NA,0.00595416053324461,0.00494066973622097,0.00962851222503311,0.000753489862249873,0.00277286037477572,0.000581188682446603,0.00218163683336518,0.00240603122468564,0.00198242053894504,0.0039231150526037,0.00498232170775183,0.00185674739603279,0.000100799472255761,0.00094318919218061,0.000721063541913085,0.00194355345133032,0.000609667885345479,0.000571217897293322,0,0.000292087467645925,NA,0.00197634499713383,0.0011658692319643,NA,0,0
