"","date","Alabama","Alaska","Arizona","Arkansas","California","Connecticut","Delaware","Florida","Georgia","Hawaii","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Michigan","Minnesota","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New York","North Carolina","Ohio","Oklahoma","Oregon","Pennsylvania","South Carolina","South Dakota","Texas","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
"1",2024-01-22,0.00092827789617991,0.0111017780987863,0.00529273552731969,0.00903199954574067,0.00249849086887501,0.00790709171327177,0.00992629224848379,0.00369231927183991,0.000522456642034222,0.00563096809165432,0.00122329635718465,0.00116012528680475,0.0184659134270274,0.00225028104987809,NA,0.00241553734632671,0.0183017457004931,0.0238121122161011,0.00403619555597243,0.0150412689503219,0.0026626805775289,0.00641833884128684,0.00632848521976436,0.00431115134355444,0.0293359335085004,0.00233964044550827,0.00442762243760998,0.00180828218537032,0.00487607954514645,0.00181411872777105,0.00418030643399738,0.000449598614213058,0.00207880786726924,NA,NA,NA,0.000735109759290635,0.00381794101786327,NA,0.00899875969400373,0.0043141906519823
"2",2024-01-29,0.00489588611472195,0.00340516372326664,0.0099094982709201,0.00466584064326921,0.00119743503432485,0.00211595458728075,0.00287297470976359,0.00128249731952106,0.000679900384670626,0.00638814099220727,0.000218256604209523,0.000427306749457278,0.00111418900886079,0.00353998837145649,NA,0.00143937277077609,0.0100868263957293,0.015224209221167,2.69905772138437e-05,0.000982185388419585,0.000631033047566024,0.00325743922649301,0.0082836991182221,0.0092362797793187,0.0168860252972358,0.00192852822026243,0.00483438378247459,0.00181995244422767,0.00333658368951504,0.00252031680608293,0.00454714250635164,0.00274078171675199,1.52550154166944e-05,NA,0.0157567804191021,NA,0.00442072637536952,0.00455882062423235,NA,0.00746204622007964,0.000343249266952648
"3",2024-02-05,0.00653807524812572,0.00111098586818833,0.00381756927872524,0.00486691503932563,0.00197090129271918,0.00836636790121651,0.00191633705816353,0.00145627414755825,0.00513925915270097,0.00582137403563527,3.35788808743e-05,0.000267181385109672,0.00279617711738785,0.00190501440150503,NA,0.000778121918215781,0.0133622517673278,0.00881467381247769,0.00498026632759368,0.00307418429883203,0.0022565546788029,0.00238740427283494,0.000268505163107752,0.00526122759151571,0.00824867308455202,0.00229521175743782,0.00505528846742978,0.000378587553828844,0.000210204782709163,0.00268867540896045,0.00231756133135856,0.000257599035696887,0.00219269156141667,NA,0.00106080666997675,NA,0.00107148907234932,0.00358495238427302,NA,0.00139711034467166,4.55766728409725e-05
"4",2024-02-12,0.00149245531305208,0.0127444047960368,0.00468485527350424,0.000893474078963931,0.000467584399233452,0.00249584966150296,0.00803166763960595,0.00132374577885122,0.00510224733274803,0.00571354433023473,0.000983655245415816,0.00129160626895594,0.000585506523658927,0.00327408578388246,NA,0.00290070823288516,0.00642810158472996,0.0113442685005169,0.00224672330439894,0.0130058818945542,0.0032864352347162,0.00476559535051832,0.00484899250493842,0.00353716910378493,0.0039056216790101,0.00218612501079467,0.00406850194121982,0.000334800604128174,0.00333885436266526,0.00337100429442868,0.00297389509162135,0.00260763407063212,0.000519252076286447,NA,0.00259373406044177,NA,5.52032234794192e-05,0.00385406872572932,NA,0.00205245489981799,0.00827052143591227
"5",2024-02-19,0.00476994426169547,0.0230762229789908,0.00304160086768276,0.00169810452945361,0.000339748476326604,0.00411004383194508,0.00278983706432962,0.00101583591415934,0.00200618551762145,0.000234511901136342,0.00487410411514169,0.00174719780266613,0.00106474440088437,0.000773546234514137,NA,0.000215324662256586,0.00304778694121433,0.0181746140133776,0.0118892875463156,0.00140352477250975,0.00330226545619877,0.0102602862265094,0.00115511915118089,0.00119274780303441,0.000351804799119532,0.00301702299505256,0.00148364578804193,0.000905040939447654,0.00276401446732126,0.00155875361110998,0.00449740037143731,0.00064486154390965,0.000548647699171789,NA,0.0054983042795509,NA,0.00169617355885888,0.000382206517321293,NA,0.000977248004661174,0.00454411263493087
"6",2024-02-26,0.00371230000552255,0.00868567842720379,0.00187790675060925,0.00606543913521992,0.00332130143596087,3.70938603484819e-05,0.00145634699098719,0.00147349815665918,0.00324239719340384,0.0022391540144102,0.000976984048933049,0.00136098407279316,0.00323985020839917,4.54333100624264e-05,NA,0.000475211335603992,0.000544453168298591,0.0088909059404183,0.0147270977708445,0.0115849099057235,0.00046084375831501,0.00380515473137908,0.00688431275589765,0.00013775186537935,0.00449680660878185,0.000445331095775582,0.000161048564195763,0.00474183107027687,0.00123691842737231,0.00418626997130437,0.00670899198954669,0.00292787349002718,0.00103749686765013,0.00126098463103615,0.00169679533355606,NA,0.00240409698233728,0.00227438980109072,NA,0.00813729929415175,0.00475794473763216
"7",2024-03-04,0.00897146025283299,9.62764101674583e-05,0.00157180185159093,0.00722732170575291,0.000495169685011607,0.000264424916557655,0.00517722421165079,0.00180683406052387,0.00318192327524484,0.00124345612111898,0.00146573556224919,0.00197197878083761,0.00115901605334076,0.000534090410134301,NA,0.00417900926765779,0.00314876675724679,0.00245613373050796,0.00823281368735131,0.00492215641731667,0.0015574506860401,0.00823670521794502,0.0095293873408441,0.000119970395775012,0.00247320931915641,8.71916812674213e-05,0.00239943449281059,0.0105769742426944,0.00314460928443231,0.00433080016850181,0.000622771907589782,0.000109707733972432,0.00561579978233247,0.00411555335025137,0.00298899668295273,NA,0.0012223067571211,0.00474624695321654,NA,7.51390403395356e-05,0.00482331172905138
"8",2024-03-11,0.00735850446991868,0.00544835144736851,0.00218709905283016,0.00640733098677885,0.00068960778522404,0.0040463659025645,0.0101868824851925,0.00130702033500122,0.00352619048757171,0.00338333451216048,0.000770046639758899,0.00234372560726552,0.000317419825934116,0.00279322873622668,NA,0.00320886917268144,0.00160485208129877,0.00913341014015276,0.00163979066340629,0.00442535844468811,0.00800257504273447,0.0103209230657416,0.00172121666773985,0.00121013072690461,0.0059777992441816,0.00405955850820241,0.00107066189849616,0.0126992663510834,0.00130964731020533,0.000428695519998683,0.00293412910330452,0.00216126663166555,0.000920680290671612,0.00972540569423827,0.00315629290377072,NA,0.00390768025513663,0.00174772780794515,NA,0.0007027598958693,0.00111724545815178
"9",2024-03-18,0.0091412347821927,0.00268595188423225,0.00382926359441605,0.00167463013313917,0.000614983456755251,0.00401634652926575,0.00351771165961256,0.00251657665235967,0.00444097321515749,0.000880955475637057,0.00250294324794407,0.00010020772442791,0.0031087873864127,0.00153482321680316,NA,0.00504768891698718,0.00665628914860677,0.00275758646737018,0.00123737416886884,0.00498890495774133,0.00278538859971605,0.00601370980751756,0.00669664259278388,0.00339524819437347,0.00187447604066234,0.000616109414852527,0.000466198009006526,0.00131596380811916,0.00211762010351764,0.00503780996035907,0.00192114854808251,0.000799314458894165,0.000794609731760914,0.0042428651403645,0.000775501144409736,NA,0.000793014008954991,0.000743657026143625,NA,0.0017666979903681,0.00814781347538525
"10",2024-03-25,0.00212585664449696,0.0019246793330098,0.000967066830245045,0.00115468457193676,0.000657184933705729,0.00132149221293594,0.00266449368267126,0.00165778357426077,0.00671682803988729,0.00233901452182453,0.00223702550057632,0.00128116135119286,0.00150929558629354,0.00149255851241972,NA,0.00415783702744455,0.00247293653641763,0.00721269893907006,0.000621639524294957,0.00284520982058322,0.000257188580294845,0.00268040688261229,0.00422187367766912,0.00445422007185013,0.00621220354242442,0.0040968653513122,0.00213464383145384,0.000726804325074201,0.000103489247611934,0.000220311602109176,0.00245802949237106,0.000154991289481394,0.000278653720824584,0.00638669566832545,0.000812251594702561,NA,0.0021456422553412,0.00111751060502003,NA,0.00192165396230145,0.00303906127605475
